word,freq,doc_freq,tfidf_top_k_mean,token_count,expected_cost,positive_residual,RIF
the,1007978,9767,0.19240725721860832,1,1.4810758588460653,0.0,0.0
of,524017,9715,0.22641287432304988,1,1.4381870423729717,0.0,0.0
and,425171,9398,0.10066901329370195,1,1.5185617391201762,0.0,0.0
in,392779,9691,0.18109451116949002,1,1.450056096185967,0.0,0.0
to,290462,9039,0.13000269783268256,1,1.4637981824777202,0.0,0.0
is,131783,8629,0.11597048717760679,1,1.4978886606011301,0.0,0.0
was,129703,7883,0.10884205490426258,1,1.5740605721474246,0.0,0.0
as,122934,7809,0.12830444651415124,1,1.502701736890312,0.0,0.0
for,113286,8037,0.10503230569538184,1,1.5797452272754784,0.0,0.0
by,105840,8069,0.105734312603349,1,1.5084952531033047,0.0,0.0
with,100083,7624,0.08604576600973765,1,1.6644056909099534,0.0,0.0
on,96552,7735,0.10569600735384169,1,1.513225998276464,0.0,0.0
that,91053,6551,0.09340360837028942,1,1.6720126481977982,0.0,0.0
from,76979,7916,0.11754860543157213,1,1.6760819724163658,0.0,0.0
at,64009,7209,0.09732190560099402,1,1.5323303784183009,0.0,0.0
it,60986,6899,0.07829250855496434,1,1.5352710393569906,0.0,0.0
his,58959,4743,0.08278590186463333,1,1.619843481251082,0.0,0.0
he,56676,4455,0.11405088409537953,1,1.5468060375596362,0.0,0.0
are,56376,5242,0.08434921123573472,1,1.6199027479760195,0.0,0.0
an,55155,7192,0.107485650804786,1,1.538868740342068,0.0,0.0
or,47732,5217,0.10442852619746083,1,1.5513411309186822,0.0,0.0
which,46881,6182,0.06612777507476772,1,1.788957122342243,0.0,0.0
be,43686,5184,0.10014212557026474,1,1.5553709332152394,0.0,0.0
were,43492,5170,0.08279493502996818,1,1.7124752620514494,0.0,0.0
this,39601,5571,0.06685611507993375,1,1.715456111261292,0.0,0.0
also,38162,7301,0.0750307389472479,1,1.7115322763854595,0.0,0.0
has,31292,5374,0.06349544994218749,1,1.6467105154762722,0.0,0.0
had,31150,4609,0.05957546621467058,1,1.6500507754404563,0.0,0.0
not,31139,4733,0.05222094362218969,1,1.6495262090211287,0.0,0.0
their,30963,4699,0.06503981038348158,2,1.8163048317443837,0.18369516825561627,0.011947498911707028
have,30738,4630,0.06786171097547262,2,1.731799530861401,0.2682004691385991,0.018200542720169775
one,30467,5713,0.11222884724664824,1,1.646715661467807,0.0,0.0
first,30204,5552,0.0687434718722807,1,1.8138437046022393,0.0,0.0
its,28974,5144,0.06833628061999228,1,1.6512063340600374,0.0,0.0
but,28127,5023,0.04721248297953478,1,1.6530844753771579,0.0,0.0
they,25514,4374,0.07691374708894606,1,1.7422102347294903,0.0,0.0
other,25178,5037,0.0637308226933581,1,1.825438888761615,0.0,0.0
after,24607,5147,0.05292598471873529,1,1.8261411976288637,0.0,0.0
new,24573,4840,0.1827285408727637,1,1.6602002427772908,0.0,0.0
who,23192,4795,0.05917214360700849,1,1.663121906760599,0.0,0.0
american,23093,3218,0.19121297407643403,1,2.1252933631957873,0.0,0.0
been,22914,4644,0.04738412775913092,2,1.7462442223503047,0.25375577764969526,0.012023996187770778
two,22597,5085,0.08540095075303362,1,1.663143073330785,0.0,0.0
all,20292,4552,0.06420197206026898,1,1.6705169795243155,0.0,0.0
such,19387,3557,0.04385324598490393,1,1.760343769311718,0.0,0.0
more,19029,4107,0.0492527511276145,1,1.7581503477013398,0.0,0.0
when,18817,4522,0.04672665809887442,1,1.7566196095280562,0.0,0.0
most,18687,4114,0.05207148129722587,1,1.759019229144126,0.0,0.0
into,18278,4421,0.04577459641736603,1,1.7585609224803376,0.0,0.0
some,18141,3869,0.041359804684138676,1,1.7618372954733716,0.0,0.0
time,18097,4370,0.1066274109922654,1,1.7593102501385176,0.0,0.0
used,18084,3524,0.1141708252611238,1,1.7640290129128156,0.0,0.0
during,17460,4198,0.052729579410745485,2,1.9396385702889694,0.060361429711030645,0.0031828328012939223
can,17292,3113,0.10970951892805306,1,1.6860210707477348,0.0,0.0
world,17126,3462,0.12031868620480904,1,1.8540985658685933,0.0,0.0
may,17039,4434,0.11979129760286178,1,1.6793725787791713,0.0,0.0
there,17036,4121,0.04812732257728629,1,1.8503885213217703,0.0,0.0
only,15722,4128,0.05612430367475244,1,1.7675979088202307,0.0,0.0
her,15272,1936,0.1109692708457171,1,1.7019359766350535,0.0,0.0
