feature,coef,exp_coef
word_len,0.12745475163126044,1.1359334679418598
log_freq,-0.05972483309854915,0.9420237116698315
log_mean_tf,0.005597838104423156,1.0056135352765523
n_digits,0.0,1.0
n_upper,0.0,1.0
has_hyphen,0.0,1.0
has_nonascii,0.0342501982539695,1.0348434903750727
