word,freq,doc_freq,tfidf_top_k_mean,token_count,IWF
taşoluk,4,4,0.04986075475047158,4,0.14958226425141474
supporters,501,286,0.049854409197880624,4,0.14956322759364188
brasileiro,14,12,0.04982043444026474,4,0.14946130332079421
fernandez,46,26,0.04980765789563427,4,0.14942297368690283
vladimirovna,3,3,0.029873588158105178,6,0.1493679407905259
korzybski,36,5,0.03732677477981462,5,0.1493070991192585
zoroastrian,25,19,0.04970865362889067,4,0.14912596088667202
multiplicative,56,26,0.0372100800307509,5,0.1488403201230036
antioquia,23,12,0.04961321175504439,4,0.14883963526513316
makhachkala,4,3,0.03720262149770618,5,0.14881048599082472
ethnomusicology,68,9,0.04955927458477001,4,0.14867782375431005
chromosome,77,38,0.04955132077382344,4,0.14865396232147032
napoleon,460,133,0.04947949803520229,4,0.14843849410560686
bussières,3,3,0.037023015357627004,5,0.14809206143050802
scythian,57,19,0.049359326570282074,4,0.1480779797108462
administered,355,242,0.04935233650714449,4,0.14805700952143347
encyclopedia,385,292,0.04933234905533468,4,0.14799704716600404
mdpi,5,3,0.04929913913513324,4,0.14789741740539972
gniezno,19,3,0.0492871487124145,4,0.1478614461372435
sanctuary,229,135,0.049275398019830184,4,0.14782619405949055
magpies,34,14,0.04922562989710565,4,0.14767688969131693
mcwilliams,13,5,0.03690669287526088,5,0.14762677150104353
göttingen,45,23,0.03690485929674983,5,0.14761943718699932
antiderivatives,22,3,0.049201008148060936,4,0.1476030244441828
neutrophils,5,4,0.04919686278527372,4,0.14759058835582117
llywelyn,24,7,0.04917639853732136,4,0.14752919561196406
mapudungun,9,5,0.0368770198607668,5,0.1475080794430672
liliopsida,10,7,0.049137616204652165,4,0.14741284861395648
approximant,54,10,0.049118348591288774,4,0.14735504577386632
bewdley,10,4,0.04906202999900717,4,0.1471860899970215
mcgrath,36,25,0.049013591470870595,4,0.1470407744126118
dragoons,62,19,0.04899202508088463,4,0.14697607524265388
floatplane,3,3,0.04898619827157379,4,0.14695859481472137
submarinecablemap,5,5,0.02939034369519671,6,0.14695171847598354
frigoletto,18,15,0.036736708991376196,5,0.14694683596550479
grocery,38,37,0.04893446798963906,4,0.14680340396891717
limnocharitaceae,8,3,0.029341785250160384,6,0.14670892625080192
yaylacık,5,5,0.03667708499796992,5,0.14670833999187968
greeneville,25,3,0.04883719913367359,4,0.14651159740102077
concerned,516,382,0.048797297530949156,4,0.14639189259284746
kristiansand,5,3,0.04874291966238362,4,0.14622875898715088
neurotransmitter,57,25,0.03651413774585551,5,0.14605655098342205
supervision,151,125,0.048669331599601226,4,0.14600799479880366
klaipėda,11,5,0.029167962518694406,6,0.14583981259347203
daredevils,8,5,0.04859700637874863,4,0.14579101913624587
skeletal,88,54,0.048596164633538504,4,0.14578849390061552
démocratique,7,5,0.04856287600990515,4,0.14568862802971544
collaboration,373,281,0.04852424739388127,4,0.1455727421816438
affidavit,46,7,0.04845974061245326,4,0.1453792218373598
veterinarians,12,8,0.04843152220935735,4,0.14529456662807205
explosive,215,115,0.04833137908107817,4,0.1449941372432345
battleship,199,39,0.04832734334796483,4,0.14498203004389448
suárez,20,12,0.04831981760552355,4,0.14495945281657063
jurisdictions,247,91,0.04831731967011864,4,0.1449519590103559
suspension,284,134,0.04827389626346497,4,0.14482168879039492
campeonato,15,8,0.03618368638101316,5,0.14473474552405263
horticulture,27,20,0.04821890710823852,4,0.14465672132471558
freundeskreis,5,3,0.0289215186304122,6,0.14460759315206098
refunding,3,3,0.04817048290240178,4,0.14451144870720534
greystanes,3,3,0.04816434374348347,4,0.1444930312304504
pubescens,9,7,0.0481394293171872,4,0.14441828795156159
toshiaki,6,3,0.048091802777853854,4,0.14427540833356156
direcção,5,3,0.036004221424712594,5,0.14401688569885038
decarboxylase,22,9,0.04799753821674867,4,0.143992614650246
celebrities,173,84,0.0479840528552823,4,0.14395215856584692
selassie,14,12,0.0479757841861954,4,0.14392735255858619
refugee,91,61,0.04795992428768206,4,0.14387977286304618
freiherr,15,13,0.035925704647136555,5,0.14370281858854622
pluripotent,3,3,0.035894982903751975,5,0.1435799316150079
encodings,70,15,0.04783934497800513,4,0.14351803493401538
haggai,28,7,0.04782293857037955,4,0.14346881571113865
